=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
 Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s] Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
 Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s] Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
  [129/151] 'Gabapentin' (Medication)  [elapsed 234.1m | done 2095 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=797399 (gabapentin)
  [130/151] 'Metoprolol Tartrate' (Medication)  [elapsed 234.2m | done 2096 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1307046 (metoprolol)
  [131/151] 'Mirtazapine' (Medication)  [elapsed 234.3m | done 2097 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=725131 (mirtazapine)
  [132/151] 'Pantoprazole' (Medication)  [elapsed 234.4m | done 2098 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=948078 (pantoprazole)
  [133/151] 'MetFORMIN' (Medication)  [elapsed 234.5m | done 2099 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1503297 (metformin)
  [134/151] 'Glucophage' (Medication)  [elapsed 234.6m | done 2100 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1503297 (metformin)
  [135/151] 'Isosorbide Mononitrate' (Medication)  [elapsed 234.6m | done 2101 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [136/151] 'Atypical chest pain' (Condition)  [elapsed 234.9m | done 2102 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4010017 (Atypical chest pain)
  [137/151] 'hypertension' (Condition)  [elapsed 235.1m | done 2103 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [138/151] 'hyperlipidemia' (Condition)  [elapsed 235.2m | done 2104 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=432867 (Hyperlipidemia)
  [139/151] 'diabetes type \nII' (Condition)  [elapsed 235.3m | done 2105 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=201826 (Type 2 diabetes mellitus)
  [140/151] 'Mental Status' (Procedure)  [elapsed 235.3m | done 2106 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4190990 (Neurological mental status determination)
  [141/151] 'Activity Status' (Symptom)  [elapsed 235.4m | done 2107 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4030753 (Physical functional dependency)
  [142/151] 'stents' (Procedure)  [elapsed 235.4m | done 2108 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [143/151] 'coronary \narteries' (Anatomy)  [elapsed 235.5m | done 2109 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=coronary_segment_trap
  [144/151] 'EKGs' (Procedure)  [elapsed 235.6m | done 2110 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4163951 (Electrocardiographic procedure)
  [145/151] 'heart attack' (Condition)  [elapsed 235.7m | done 2111 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4329847 (Myocardial infarction)
  [146/151] 'cardiac dysfunction' (Condition)  [elapsed 235.8m | done 2112 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [147/151] 'chest pain' (Symptom)  [elapsed 236.1m | done 2113 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=77670 (Chest pain)
  [148/151] 'heart \nattack' (Condition)  [elapsed 236.2m | done 2114 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4329847 (Myocardial infarction)
  [149/151] 'heart' (Procedure)  [elapsed 236.3m | done 2115 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [150/151] 'isosorbide mononitrate' (Medication)  [elapsed 236.4m | done 2116 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [151/151] 'esophageal spasm' (Condition)  [elapsed 236.7m | done 2117 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=134681 (Diffuse spasm of esophagus)
[note 15/25] 12962702-DS-14: 110 record(s), 110 remaining after resume-skip
  [1/110] 'Left eye vision loss' (Symptom)  [elapsed 236.8m | done 2118 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4164639 (Blind left eye)
  [2/110] 'cotton wool' (Symptom)  [elapsed 236.9m | done 2119 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [3/110] 'spot' (Symptom)  [elapsed 237.0m | done 2120 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [4/110] 'left inferotemporal retina' (Anatomy)  [elapsed 237.1m | done 2121 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4242269 (Structure of retina of left eye)
  [5/110] 'ischemia' (Condition)  [elapsed 237.2m | done 2122 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4200991 (Ischemia)
  [6/110] 'carotid stenosis' (Condition)  [elapsed 237.3m | done 2123 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=442615 (Carotid artery stenosis)
  [7/110] 'carotid bruit' (Symptom)  [elapsed 237.4m | done 2124 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4304563 (Carotid bruit)
  [8/110] 'CVA' (Condition)  [elapsed 237.5m | done 2125 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [9/110] 'visual\nfield' (Anatomy)  [elapsed 237.6m | done 2126 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4249889 (Visual field)
  [10/110] 'dizziness' (Symptom)  [elapsed 237.7m | done 2127 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4223938 (Dizziness)
  [11/110] 'weakness' (Symptom)  [elapsed 237.8m | done 2128 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=437113 (Asthenia)
  [12/110] 'changes in sensorium' (Symptom)  [elapsed 237.8m | done 2129 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [13/110] 'problems moving his extremities' (Symptom)  [elapsed 237.9m | done 2130 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [14/110] 'fevers' (Symptom)  [elapsed 238.2m | done 2131 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [15/110] 'chills' (Symptom)  [elapsed 238.6m | done 2132 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [16/110] 'nausea' (Symptom)  [elapsed 238.7m | done 2133 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=31967 (Nausea)
  [17/110] 'vomiting' (Symptom)  [elapsed 238.8m | done 2134 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=441408 (Vomiting)
  [18/110] 'diarrhea' (Symptom)  [elapsed 238.9m | done 2135 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=196523 (Diarrhea)
  [19/110] 'hematochezia' (Symptom)  [elapsed 239.0m | done 2136 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=443530 (Hematochezia)
  [20/110] 'rest pain' (Symptom)  [elapsed 239.0m | done 2137 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [21/110] 'claudication' (Symptom)  [elapsed 239.1m | done 2138 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [22/110] 'Hypertension' (Condition)  [elapsed 239.3m | done 2139 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [23/110] 'Hyperlipidemia' (Condition)  [elapsed 239.4m | done 2140 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=432867 (Hyperlipidemia)
  [24/110] 'cataracts' (Condition)  [elapsed 239.4m | done 2141 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4317977 (Bilateral cataracts)
  [25/110] 'Tonsillectomy' (Procedure)  [elapsed 239.5m | done 2142 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4070719 (Tonsillectomy)
  [26/110] 'Right' (Qualifier)  [elapsed 239.6m | done 2143 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [27/110] 'hip replacement' (Procedure)  [elapsed 239.7m | done 2144 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4134857 (Prosthetic arthroplasty of hip)
  [28/110] 'emphysema' (Condition)  [elapsed 239.7m | done 2145 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4169883 (Emphysema)
  [29/110] 'Physical Exam' (Procedure)  [elapsed 239.8m | done 2146 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [30/110] 'Neck' (Procedure)  [elapsed 239.9m | done 2147 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [31/110] 'Trachea' (Anatomy)  [elapsed 239.9m | done 2148 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [32/110] 'midline' (Symptom)  [elapsed 240.0m | done 2149 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4161551 (Midline)
  [33/110] 'Thyroid' (Anatomy)  [elapsed 240.1m | done 2150 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4321375 (Thyroid structure)
  [34/110] 'carotid\nbruit' (Symptom)  [elapsed 240.2m | done 2151 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4304563 (Carotid bruit)
  [35/110] 'inguinal \nadenopathy' (Condition)  [elapsed 240.3m | done 2152 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4130366 (Inguinal lymphadenopathy)
  [36/110] 'Skin' (Procedure)  [elapsed 240.4m | done 2153 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4150633 (Examination of skin)
  [37/110] 'Lungs' (Procedure)  [elapsed 240.4m | done 2154 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149530 (Examination of respiratory system)
  [38/110] 'AAA' (Condition)  [elapsed 240.4m | done 2155 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [39/110] 'Extremities' (Procedure)  [elapsed 240.5m | done 2156 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4121315 (Examination of limb)
  [40/110] 'edema' (Condition)  [elapsed 240.5m | done 2157 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=433595 (Edema)
  [41/110] 'WBC-7' (Lab Test)  [elapsed 240.5m | done 2158 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [42/110] 'RBC-4' (Lab Test)  [elapsed 240.8m | done 2159 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [43/110] 'HGB-13' (Lab Test)  [elapsed 241.1m | done 2160 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [44/110] 'HCT-39' (Lab Test)  [elapsed 241.5m | done 2161 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=below_similarity_floor
  [45/110] 'MCV-98' (Lab Test)  [elapsed 241.5m | done 2162 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [46/110] 'MCH-33' (Lab Test)  [elapsed 241.8m | done 2163 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [47/110] 'MCHC-34' (Lab Test)  [elapsed 242.2m | done 2164 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [48/110] 'RDW-15' (Lab Test)  [elapsed 242.5m | done 2165 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [49/110] 'GLUCOSE-111' (Lab Test)  [elapsed 242.8m | done 2166 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149519 (Glucose measurement)
  [50/110] 'UREA N-48' (Lab Test)  [elapsed 242.9m | done 2167 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [51/110] 'CREAT-1' (Lab Test)  [elapsed 243.2m | done 2168 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [52/110] 'SODIUM-138' (Lab Test)  [elapsed 243.5m | done 2169 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4097430 (Sodium measurement)
  [53/110] 'POTASSIUM-5' (Lab Test)  [elapsed 243.5m | done 2170 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4245152 (Potassium measurement)
  [54/110] 'CHLORIDE-110' (Lab Test)  [elapsed 243.5m | done 2171 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4188066 (Chloride measurement)
  [55/110] 'TOTAL CO2-16' (Lab Test)  [elapsed 243.6m | done 2172 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4135963 (Carbon dioxide content measurement)
  [56/110] 'ANION GAP-17' (Lab Test)  [elapsed 243.6m | done 2173 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4103762 (Anion gap measurement)
  [57/110] 'PTT-20' (Lab Test)  [elapsed 243.7m | done 2174 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [58/110] 'right frontal \nsulci' (Anatomy)  [elapsed 244.1m | done 2175 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [59/110] 'superficial' (Qualifier)  [elapsed 244.3m | done 2176 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [60/110] 'siderosis' (Condition)  [elapsed 244.3m | done 2177 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [61/110] 'subarachnoid \nhemorrhage' (Condition)  [elapsed 244.4m | done 2178 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=432923 (Subarachnoid hemorrhage)
  [62/110] 'neck' (Anatomy)  [elapsed 244.5m | done 2179 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [63/110] 'atherosclerotic \ndisease' (Condition)  [elapsed 244.6m | done 2180 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [64/110] 'carotid arteries' (Anatomy)  [elapsed 244.9m | done 2181 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [65/110] 'eye' (Anatomy)  [elapsed 245.0m | done 2182 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [66/110] 'carotid bifurcation' (Anatomy)  [elapsed 245.1m | done 2183 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4214037 (Structure of carotid bifurcation)
  [67/110] 'left' (Qualifier)  [elapsed 245.2m | done 2184 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [68/110] 'carotid endarterectomy' (Procedure)  [elapsed 245.2m | done 2185 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4283095 (Carotid endarterectomy)
  [69/110] 'urinary \nretention' (Symptom)  [elapsed 245.3m | done 2186 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [70/110] 'Flomax' (Medication)  [elapsed 245.5m | done 2187 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [71/110] 'leg bag' (Condition)  [elapsed 245.9m | done 2188 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [72/110] 'atorvastatin' (Medication)  [elapsed 245.9m | done 2189 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1545958 (atorvastatin)
  [73/110] 'amlodipine' (Medication)  [elapsed 246.0m | done 2190 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1332418 (amlodipine)
  [74/110] 'allopurinol' (Medication)  [elapsed 246.1m | done 2191 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1167322 (allopurinol)
  [75/110] 'clopidogrel' (Medication)  [elapsed 246.2m | done 2192 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1322184 (clopidogrel)
  [76/110] 'lisinopril' (Medication)  [elapsed 246.3m | done 2193 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1308216 (lisinopril)
  [77/110] 'metoprolol succinate' (Medication)  [elapsed 246.4m | done 2194 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1307046 (metoprolol)
  [78/110] 'niacin' (Medication)  [elapsed 246.5m | done 2195 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1517824 (niacin)
  [79/110] 'oxycodone' (Medication)  [elapsed 246.6m | done 2196 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1124957 (oxycodone)
  [80/110] 'tamsulosin' (Medication)  [elapsed 246.7m | done 2197 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=924566 (tamsulosin)
  [81/110] 'Colace' (Medication)  [elapsed 246.8m | done 2198 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=941258 (docusate)
  [82/110] 'Left carotid artery stenosis' (Condition)  [elapsed 246.8m | done 2199 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=43020498 (Left carotid artery stenosis)
  [83/110] 'ibuprofen' (Medication)  [elapsed 246.9m | done 2200 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1177480 (ibuprofen)
  [84/110] 'acetaminophen' (Medication)  [elapsed 247.0m | done 2201 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1125315 (acetaminophen)
  [85/110] 'headache' (Symptom)  [elapsed 247.1m | done 2202 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=378253 (Headache)
  [86/110] 'pain medications' (Medication)  [elapsed 247.2m | done 2203 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [87/110] 'enteric coated aspirin' (Medication)  [elapsed 247.4m | done 2204 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=40009858 (aspirin Delayed Release Oral Tablet [Ascriptin Enteric])
  [88/110] 'aspirin' (Medication)  [elapsed 247.6m | done 2205 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
